0.0	2.000000017927476
0.01	2.0100000040658514
0.02	2.020000008990439
0.03	2.0300000106327625
0.04	2.0400000095319477
0.05	2.0500000078798113
0.06	2.060000009474504
0.07	2.0700000067350124
0.08	2.080000006509348
0.09	2.090000012241262
0.1	2.100000006822901
0.11	2.110000011895753
0.12	2.120000016185017
0.13	2.1300000109092765
0.14	2.1400000111345845
0.15	2.1500000113840523
0.16	2.1600000100949535
0.17	2.170000006552504
0.18	2.180000013412309
0.19	2.190000008488838
0.2	2.2000000062714635
0.21	2.2100000063762235
0.22	2.2200000124808086
0.23	2.2300000077311797
0.24	2.2400000132928044
0.25	2.2500000083032456
0.26	2.2600000067929162
0.27	2.270000007498373
0.28	2.280000006326075
0.29	2.290000009683697
0.3	2.3000000117553667
0.31	2.310000007401112
0.32	2.3200000066010684
0.33	2.33000001432575
0.34	2.3400000136311596
0.35000000000000003	2.3500000132714756
0.36	2.3600000036763107
0.37	2.3700000118392515
0.38	2.380000008454415
0.39	2.390000005797174
0.4	2.400000007679719
0.41000000000000003	2.4100000084193987
0.42	2.420000012385873
0.43	2.430000005570162
0.44	2.4400000114797433
0.45	2.4500000084761324
0.46	2.4600000105243347
0.47000000000000003	2.4700000162246445
0.48	2.480000005933433
0.49	2.490000010523123
0.5	2.5000000103515694
0.51	2.5100000148083526
0.52	2.5200000110515344
0.53	2.5300000067640367
0.54	2.5400000079241245
0.55	2.550000006900128
0.56	2.5600000140549093
0.5700000000000001	2.5700000028980416
0.58	2.5800000059441657
0.59	2.590000015358869
0.6	2.600000006765406
0.61	2.6100000146636955
0.62	2.6200000056098802
0.63	2.6300000061457403
0.64	2.6400000123075325
0.65	2.6500000071196186
0.66	2.660000011924608
0.67	2.6700000150023158
0.68	2.680000014519382
0.6900000000000001	2.6900000084405256
0.7000000000000001	2.7000000071824037
0.71	2.7100000077475004
0.72	2.7200000038362324
0.73	2.7300000033829463
0.74	2.740000014488286
0.75	2.7500000045344923
0.76	2.760000005926458
0.77	2.770000006562266
0.78	2.780000014840552
0.79	2.7900000132875604
0.8	2.800000015219362
0.81	2.8100000094500053
0.8200000000000001	2.820000010599024
0.8300000000000001	2.8300000068226536
0.84	2.8400000075779537
0.85	2.8500000110922747
0.86	2.8600000027685653
0.87	2.870000007965264
0.88	2.880000004247357
0.89	2.8900000090907536
0.9	2.9000000072548886
0.91	2.910000008614568
0.92	2.920000007188156
0.93	2.9300000039411533
0.9400000000000001	2.9400000026946733
0.9500000000000001	2.950000010578517
0.96	2.960000006340421
0.97	2.970000010727086
0.98	2.980000004841513
0.99	2.99000000843347
1.0	3.000000006941471
